"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"453X4ZQR","journalArticle","2003","Clar, Reva; Kramer, William M.","Ray Frank the Girl Rabbi of the Golden West 1861 - 1948: Her Adventurous Life in Nevada, California and the Northwest","Western States Jewish History","","07495471","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=40740533&site=ehost-live","Profiles the career of Ray (Rachel) Frank (1861-1948), a San Francisco-born Jewish woman who used her oratorical skills to establish a career in the West as a public speaker, lecturer, preacher, and journalist. She earned a reputation as a modern Deborah who addressed Jewish congregations from the pulpit and became known inaccurately as a rabbi.","April 2003","2015-02-25 20:00:57","2015-02-25 20:02:17","2015-02-25 20:00:57","55-98","","3/4","35","","Western States Jewish History","Ray Frank the Girl Rabbi of the Golden West 1861 - 1948","","","","","","","","","","","","EBSCOhost","","jp_cite_00248","","","http://content.ebscohost.com/ContentServer.asp?T=P&P=AN&K=40740533&S=R&D=31h&EbscoContent=dGJyMNXb4kSeqLM4xNvgOLCmr02ep7NSrqa4TbSWxWXS&ContentCustomer=dGJyMPGutlCyqbVOuePfgeyx44Dt6fIA","","FRANK, Rachel; FRANK, Ray; JEWISH women; Jews; LECTURES & lecturing; ORATORY; RABBIS; RELIGIONS -- Relations; UNITED States; WEST (U.S.); WISE, Isaac Mayer, 1819-1900; WOMEN clergy -- United States; WOMEN journalists -- United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"474W9PQQ","book","","Shenderay","","","","","","","","","2014-04-14 21:08:25","2014-04-14 21:08:39","","","","","","","","","","","","","","","","","","","","","","","<p>In Yiddish? I cannot read. Could be copy of Sendery piece re Chile?</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"483FAEK6","book","1991","Carciente, Jacob","La comunidad judía de Venezuela: síntesis cronológica, 1610-1990, y referencias bibliográficas para su estudio : crónicas sefardíes","","9806031067 9789806031067","","","","","1991","2015-02-11 16:59:25","2015-02-11 16:59:42","","","","","","","","La comunidad judía de Venezuela","","","","","Asociación Israelita de Venezuela : Centro de Estudios Sefardíes de Caracas","Caracas","Spanish","","","","","Open WorldCat","","jp_cite_00211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BA4ZAZK","journalArticle","1928","Dubnov, S.","What is Missing in our Economic History","Shriftn far Economic un Statistic, ed. Jacob Leschintsky","","","","","","1928","2015-05-21 17:34:09","2015-05-21 17:37:58","","180-183","","","I","","","","","","","","","","Yiddish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BHAJHTJ","book","1991","Avni, Haim","Argentina & the Jews: a history of Jewish immigration","","0817305548  9780817305543","","","","","1991","2014-03-09 21:40:15","2014-12-09 20:35:19","","","","","","","","Argentina & the Jews","","","","","University of Alabama Press","Tuscaloosa","English","","","","","Open WorldCat","","jp_cite_00067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BVDXWAF","journalArticle","1988","Shulman, Ned","1760-1918: A History of the Early Jewish Community of Allentown: With Emphasis on the History of the Jews of the Sixth ward","Proceedings of the Lehigh County Historical Society","","","","","","1988","2014-04-22 17:25:31","2014-07-09 15:53:11","","121-150","","","","","","","","","","","","","","","","","","","","","<p>unclear extent to which it has info on peddlers</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4D7S3BBT","document","","","Brief Biography of Saul Bernstein","","","","","","","","2015-01-11 17:56:49","2015-05-14 16:46:42","","","","","","","","","","","","","","","","","","","Folder 15, Saul Bernstein Papers, Jewish Museum of Maryland","","","jp_cite_00137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4P53GTBX","journalArticle","1980","Shain, Milton","New Light on the Cape Immigration Act of 1902","Jewish Affairs","","","","","","1980-02","2014-04-14 20:58:50","2014-04-14 20:59:47","","","","2","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4REES4XG","journalArticle","2003","Shevitz, Amy Hill","Richest and Best/Is the Wine of the West"": The Ohio River Valley and the Jewish Frontier","Ohio History","","00300934","","","Though settled by 1830, the Ohio River Valley was just then becoming a frontier for Jewish immigrants at the time. Occupations such as peddling had previously brought some Jews to the region, but few settled there. Only after the establishment of cities, particularly Cincinnati, did many Jews find an environment suitable for a commercial and community base. These fast-developing market economies resulted in a greater acceptance of Jewish merchants as business and civic allies. Rabbi Isaac Mayer Wise, a prominent leader of this newfound community, believed American Jews should see themselves in a new light, and he introduced reform to Judaism in an effort to present it as an American religion.","December 2003","2014-04-22 15:21:07","2014-04-22 15:21:07","","1","","Wint","112","","Ohio History","Richest and Best/Is the Wine of the West""","","","","","","","","","","","","EBSCOhost","","","","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=47294548&site=ehost-live&scope=cite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4SD9M7SE","journalArticle","1985","Arkin, Antony","The Contribution of South African Jewry to Contemporary South African Economic Life","Jewish Affairs","","","","","","1985","2014-03-09 20:19:30","2014-12-08 20:38:00","","","","1","40","","","","","","","","","","","","","","","","","jp_cite_00052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UKZXVQP","bookSection","1979","Schmier, Louis","Hellooo! Peddlerman! Hellooo!","Ethnic minorities in Gulf Coast society","","","","","","1979","2014-04-07 18:14:28","2014-04-07 18:19:01","","","","","","","","","","","","","Gulf Coast History and Humanities Conference","Pensacola","English","","","","","Open WorldCat","","","","","","","","Shofner, Jerrell H; Ellsworth, Linda V","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WW95EQU","journalArticle","1987","Cline, Scott","The Jews of Portland, Oregon: A Statistical Dimension, 1860-1880","Oregon Historical Quarterly","","00304727","","","Portland's Jewish population began with 19 people in 1853, but an expanding economy in the 1860's attracted Jewish businessmen and by 1880 Jews represented 4.4% of the population. Early immigrants came mostly from Bavaria. In the late 1860's and 1870's, more came from Prussia and Poland, creating some division in religious observance and class consciousness between Germans and Poles. In 1860, 30% of the Jewish males were married. As they prospered in business, many returned to Europe for wives. By 1880, over 54% were married. As the predominently middle-class community grew and matured, its social and economic impact on Portland increased.","Spring 1987","2015-02-17 21:33:24","2015-02-17 21:34:02","","4-25","","1","88","","Oregon Historical Quarterly","The Jews of Portland, Oregon","","","","","","","","","","","","EBSCOhost","","jp_cite_00242","","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=45882285&site=ehost-live&scope=cite","","EMIGRATION & immigration; Jews; PORTLAND (Or.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"546UAWFA","journalArticle","2007","BRINKMANN, TOBIAS","Between vision and reality: reassessing Jewish agricultural colony projects in nineteenth century America","Jewish History","","","","http://www.jstor.org/stable/20728552","This article reassesses the story of agricultural colonies established by Jews, for Jews, in the USA during the nineteenth century. Well established Jews developed schemes to settle recent Jewish immigrants on the soil. These schemes were characterized by unrealistic expectations, bad planning, and, when implemented, frequent failures. Yet, Jewish agricultural colonies must be distinguished from Christian, proto-Socialist or other utopian projects. The sponsors of Jewish colonies in the USA did not strive for separation from general society. Rather, they sought to assist Jewish integration through settlement on the land. The conceptual framework of Jewish productivization in America closely echoed the discourse of emancipation in Central Europe.","January 1, 2007","2014-02-24 19:37:32","2015-02-03 22:20:27","2014-02-24 19:37:32","305-324","","3/4","21","","Jewish History","Between vision and reality","","","","","","","","Copyright © 2007 Springer","","","","JSTOR","","jp_cite_00187","","","http://www.jstor.org/stable/pdfplus/20728552.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54Q2QRAK","document","1982","Segal, Robert","Robert E. Segal questionnaire","","","","","","","1982-04-25","2014-04-14 19:21:59","2015-05-14 17:02:42","","","","","","","","","","","","","","","","","","","SC 11149, American Jewish Archives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"558DQ522","book","1988","Shaff, Howard; Shaff, Audrey Karl","Paving the way: the life of Morris E. Adelstein","","0932195024 9780932195029 0932195032 9780932195036","","","","","1988","2014-04-14 19:54:23","2014-04-14 19:54:23","","","","","","","","Paving the way","","","","","Permelia Pub.","Keystone, SD","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56BB9R9W","book","1999","Abramowicz, Hirsz; Shandler, Jeffrey; Fishman, David E","Profiles of a lost world: memoirs of East European Jewish life before World War II","","0814327842 9780814327845","","","","""First published in a Yiddish edition in 1958, Profiles of a Lost World is an incomparable source of information about Eastern Europe before World War II as well as an invaluable touchstone for understanding a rich and complex cultural environment. Hirsz Abramowicz (1881-1960), a prominent Jewish educator, writer, and cultural activist, knew that world and wrote about it, and his writings provide a rare eyewitness account of Jewish life during the first half of the twentieth century."" ""Abramowicz was a witness to war, revolution, and major cultural transformations in the Jewish world. His essays, written and originally published in Yiddish between 1920 and 1955, document the local history of Lithuanian Jewry in rural and small-town settings and in the city of Vilna - the ""Jerusalem of Lithuania"" - which was a major center of East European Jewish intellectual and cultural life. They shed important light on the daily life of Jews and the flourishing of modern Yiddish culture in Eastern Europe during the early twentieth century and offer a personal perspective on the rise of Jewish radical politics.""--BOOK JACKET.","1999","2014-10-13 16:02:24","2014-12-01 19:21:47","","","","","","","","","","","","","Wayne State University Press","Detroit","English","","","","","Open WorldCat","","jp_cite_00006","","","","","","Abramowicz, Dina","","Dobkin, Eva Zeitlin","Shandler, Jeffrey; Fishman, David E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
