URI (Extra in Zotero),Subject Term 1,Subject Term 2,Subject Term 3,Subject Term 4,Subject Term 5,Subject Term 6,Subject Term 7,Subject Term 8,Subject Term 9,Subject Term 10,Geographic Subject 1,Geographic Subject 2,Geographic Subject 3,Geographic Subject 4,Geographic Subject 5,Geographic Subject 6,Geographic Subject 7,Geographic Subject 8,Geographic Subject 9,Geographic Subject 10,Geographic Subject 11,Geographic Subject 12,Geographic Subject 13,Geographic Subject 14,Geographic Subject 15,Geographic Subject 16,Geographic Subject 17,Geographic Subject 18,Geographic Subject 19,Geographic Subject 20,Geographic Subject 21,Geographic Subject 22,Geographic Subject 23,Geographic Subject 24,Geographic Subject 25,Geographic Subject 26,Geographic Subject 27,Geographic Subject 28,Geographic Subject 29,Geographic Subject 30,Geographic Subject 31,Geographic Subject 32,Geographic Subject 33,Geographic Subject 34,Geographic Subject 35,Geographic Subject 36,Peddler Name 1,Peddler Name 2,Peddler Name 3,Peddler Name 4,Peddler Name 5,Peddler Name 6,Peddler Name 7,Peddler Name 8,Peddler Name 9,Peddler Name 10,Peddler Name 11,Peddler Name 12,Peddler Name 13,Peddler Name 14,Peddler Name 15,Peddler Name 16,Peddler Name 17,Peddler Name 18,Peddler Name 19,Peddler Name 20,,,,,,,,,,,,,,,,Subject Date Span
jp_cite_00327,Anti-Semitic Rhetoric,Cultural Exchange,,,,,,,,,"Hesse, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stein, Sigmund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00328,Routes,Subsequent Commercial Careers,Transportation,,,,,,,,Mississippi Delta,New England,Ohio River valley,Pacific Northwest,"New York, New York","Chicago, Illinois","San Francisco, California","Cincinnati, Ohio","Woodville, Mississippi","Golub-Dobrzyń, Poland",Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,"Cohen, Jacob","Schwartz, Jacob","Ochs, Adolph","Wessolowsky, Charles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1880
jp_cite_00329,Anti-Semitic Rhetoric,Victims of Crime,,,,,,,,,"Detroit, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870-1900
jp_cite_00330,Anti-Semitic Rhetoric,Cultural Exchange,,,,,,,,,Argentina,Ottoman Empire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1900
jp_cite_00331,Anti-Semitic Rhetoric,Wares,Transportation,,,,,,,,"Talbottom, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Straus, Lazarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1900
jp_cite_00332,Wares,Transportation,Restrictions on Itinerant Commerce,Subsequent Commercial Careers,Peddling Background,Bartering,Subsequent Commercial Careers,,,,"Franconia, Germany","Reckendorf, Germany","Los Angeles, California","Bakersfield, California","Salt Lake City, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hellman, Wolf","Hellman, Solomon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840-1865
jp_cite_00333,Subsequent Commercial Careers,,Transportation,Wares,Family,,,,,,"Ogdensburg, New York","Sickenhofen, Germany","New York, New York","Potsdam, New York","Opatow, Poland","Warsaw, Poland","North Country, New York",,"Gouverneur, New York","Plattsburgh, New York","Malone, New York",,,,,,,,,,,,,,,,,,,,,,,,,,"Frank, Nathan","Frank, Isaac","Frank, Manassa","Dobisky, Abram","Fisher, Hyman S.","Sperling, Mayer","Friedman, Isaac","Rosenbaum, Saul","Rothenberg, Rubin","Kopita, Abe","Katzman, Abe","Katzman, Max","Katzman, Nathan","Ruderman, Morris","Glazier, Sam","Kaplan, Sol","Saidel, Hyman","Levinson, Morris","Clopman, Louis",,,,,,,,,,,,,,,,,1848-1910
jp_cite_00334,Transportation,Subsequent Commercial Careers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900-1920
jp_cite_00335,Subsequent Commercial Careers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strauss, Levi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00336,Literary or Artistic Depiction,Wares,Cultural Exchange,,,,,,,,"New York, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00337,Routes,,,,,,,,,,"McGeehee, Arkansas","Grand Lake, Arkansas","Chicot County, Arkansas","Desha County, Arkansas","Drew County, Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weiss, Simon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856-1862
jp_cite_00338,Transportation,Wares,Contextual Resource,Literary or Artistic Depiction,,,,,,,"Lexington, Kentucky","New York, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1920
jp_cite_00339,Religious Practices,Cultural Exchange,Literary or Artistic Depiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00340,Contextual Resource,Cultural Exchange,Anti-Semitic Rhetoric,Religious Practice,,,,,,,"Dublin, Ireland","Limerick, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1911
jp_cite_00341,Restrictions on Itinerant Commerce,Subsequent Commercial Careers,Wares,Transportation,Victims of Crime,,,,,,"Chicago, Illinois",Latvia,Holland,Wisconsin,Southern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wiernik, Peter","Gratz, Louis A.","Zemansky, David","Kohn, Abraham","Horwich, Bernard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860-1920
jp_cite_00342,Wares,,,,,,,,,,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wolfberg, Mosey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00343,Wares,Religious Practice,Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00344,Literary or Artistic Depiction,Routes,Transportation,Anti-Semitic Rhetoric,,,,,,,"Kovno, Lithuania","Dublin, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Levenstein, Moses","Greenblatt, Chaim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00345,Family,Wares,Cultural Exchange,,,,,,,,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1920
jp_cite_00346,Restrictions on Itinerant Commerce,,,,,,,,,,"Bavaria, Germany","Bamberg, Germany","Munich, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800-1900
jp_cite_00347,Wares,Transportation,Routes,Family,Subsequent Commercial Careers,,,,,,"Radzymin, Poland","Sydney, Australia","Walgett, New South Wales, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cohen, Woolf Ruta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883-1910
jp_cite_00348,Bartering,,,,,,,,,,"Shadiver, Lithuania","Free State, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Borisowitz, Issy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00349,Subsequent Commercial Careers,,,,,,,,,,"Dawson, Alaska","Kovno, Lithuania","Nome, Alaska",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloom, Robert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868-1900
jp_cite_00350,Transportation,Routes,Subsequent Commercial Careers,,,,,,,,"Horažďovice, Czech Republic","Strážov, Czech Republic","Keyport, New Jersey","Long Branch, New Jersey","Red Bank, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eisner, Sigmund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881-1898
jp_cite_00351,Anti-Semitic Rhetoric,Restrictions on Itinerant Commerce,Transportation,Cultural Exchange,,,,,,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1920
jp_cite_00352,Wares,Subsequent Commercial Careers,,,,,,,,,Romania,"Buffalo, Minnesota","Floodwood, Minnesota","Hibbing, Minneosta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900-1920
jp_cite_00353,Subsequent Commercial Careers,Subsequent Non-commercial Careers,,,,,,,,,"Boston, Massachusetts","Tamworth, New Hampshire","Wachenheim, Germany","Bangor, Maine","Rawtcz, Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morse, Moses","Morse, Leopold","Engel, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848-1870
jp_cite_00354,Routes,Transportation,,,,,,,,,"Boone County, Kentucky",,"New Orleans, Louisiana","Ghent, Kentucky","Covington, Kentucky","London, England","Ichenhausen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moses, Felix","Gerstle, Lewis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835-1860
jp_cite_00355,Literary or Artistic Depiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1907
jp_cite_00356,Routes,Cultural Exchange,Non-peddling Background,,,,,,,,"Württemberg, Germany",New Jersey,"Dobrzyn, Poland","Seattle, Washington","Portland, Oregon","New Odessa, Oregon ","Los Angeles, California","Oakland, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Einstein, Morris","Cohn, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845-1870
jp_cite_00357,Routes,,,,,,,,,,"Portland, Maine","New York, New York","Peoria, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rosenthal, Julius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1900
jp_cite_00358,Transportation,Routes,Subseqent Commercial Careers,,,,,,,,"Abenheim, Worms, Germany","Chicago, Illinois","Bavaria, Germany",Pennsylvania,Ohio,Indiana,Massachusetts,"Baden, Germany","Portland, Maine","New York, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mayer, Max L.","Rosenberg, Jacob","Kohn, Abraham","Kohn, Moses","Kohn, Judas","Rosenthal, Julius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837-1850
jp_cite_00359,Wares,Restrictions on Itinerant Commerce,Transportation,Non-peddling Background,Restrictions on Itinerant Commerce,,,,,,Colombia,Argentina,Guatemala,Uruguay,"Rio de Janeiro, Brazil",,Chile,Mexico,Poland,Peru,Bolivia,"Havana, Cuba",Morocco,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1939
jp_cite_00360,Non-peddling Background,Subsequent Commercial Careers,Cultural Exchange,Restrictions on Itinerant Commerce,,,,,,,Argentina,Morocco,"Tangier, Morocco","Tétouan, Morocco","Larache, Morocco","Córdoba, Argentina","Belem, Brazil","Rio de Janeiro, Brazil","São Paulo, Brazil","Manaus, Brazil","Inquitos, Peru","Caracas, Venezuela","Montevideo, Uruguay",Costa Rica,"Gualeguaychú, Argentina","Damascus, Syria","Aleppo, Syria",,,,,,,,,,,,,,,,,,,,"Garazi, Ezra","Teubal, Nissim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00361,Subsequent Commercial Careers,Cultural Exchange,Wares,Restrictions on Itinerant Commerce,,Victims of Crime,Non-peddling Background,,,,"Mexico City, Mexico","Buenos Aires, Argentina",Morocco,Chile,"Rio de Janeiro, Brazil","São Paulo, Brazil","Porto Alegre, Brazil",Egypt,Turkey,Syria,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1920
jp_cite_00362,Anti-Semitic Rhetoric,Contextual Resource,Wares,Restrictions on Itinerant Commerce,,,,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743-1880
jp_cite_00363,Subsequent Commercial Careers,Sponsor,Transportation,Family,Non-Peddling Background,,,,,,"Birmingham, Alabama",Hungary,"Shelby, Tennessee","Greensboro, Alabama","Augusta, Georgia","Macon, Georgia","Swainsboro, Georgia","Courland, Latvia","Brest, Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loveman, Adolph Bernard","Allan, Abraham","Pizitz, Louis","Band, Emanuel","Sokol, Nathan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855-1900
jp_cite_00364,Contextual Resource,,,,,,,,,,England,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748
jp_cite_00365,Subseqent Commercial Careers,,,,,,,,,,"Sydney, Australia",Germany,England,Central Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1900
jp_cite_00366,Contextual Resource,Non-peddling Background,Wares,Religious Practice,Victims of Crime,Subsequent Commercial Careers,,,,,"Monmouthshire, Wales","Manchester, England","Portsmouth, England",Spain,Portugal,North Africa,Gibraltar,Holland,Germany,Poland,"Plymouth, England","Warsaw, Poland","Duke's Place, England",France,"Flanders, Belgium","London, England","Hamburg, Germany",,,,,,,,,,,,,,,,,,,,"Levi, Jonas","Harris, Samuel","Isaacs, Jacob","Nathan, Harvey","Hahida, Joseph","Solomon, Isaac","Hyam, Benjamin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700-1830
jp_cite_00367,Subsequent Commercial Careers,Routes,Transportation,,,,,,,,"Indianapolis, Indiana","Albany, New York","Easton, Pennsylvania","Cincinnati, Ohio","Louisville, Kentucky",Germany,"Evansville, Indiana","Bavaria, Germany","Vincennes, Indiana","Aleppo, Syria",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baum, Bernard","Gimbel, Adam","Dayan, Edward",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1920
jp_cite_00368,Contextual Resource,Cultural Exchange,,,,,,,,,"Limerick, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904
jp_cite_00369,Subsequent Commercial Careers,,,,,,,,,,"Wrocław, Poland","Gloversville, New York","Albany, New York","New York, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Littauer, Nathan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855-1856
jp_cite_00370,Restrictions on Itinerant Commerce,Religious Practice,Anti-Semitic Rhetoric,Contextual Resource,,,,,,,"London, England","Limerick, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1915
jp_cite_00371,Wares,Routes,Transportation,Subsequent Commercial Careers,Family,Religious Practice,Cultural Exchange,,,,"Fort William, Ontario, Canada","Port Arthur, Ontario, Canada","Chester, Illinois","St. Louis, Missouri","Valparaiso, Indiana",Ukraine,Lithuania,"Bremen, Indiana","Stonington, Maine","Odenton, Maryland","Baltimore, Maryland","North Adams, Massachusetts","Greenville, Mississippi","Kaunas, Lithuania","Cincinnati, Ohio","East Nassau, New York","Haverstraw, New York","Ithaca, New York",Latvia,"Kinston, North Carolina","Devil's Lake, North Dakota","Bellaire, Ohio","Shadyside, Ohio","Atoka, Oklahoma","Dallas, Texas","Shawnee, Oklahoma","Galveston, Texas",South Africa,"Ellwood City, Pennsylvania","Tyrone, Pennsylvania","Riga, Latvia","Titusville, Pennsylvania","Newberry, South Carolina","Spartanburg, South Carolina","Charlotte, North Carolina","Luling, Texas","Jacobs, Reuben","Katz, Max","Weinstein, Sam","Weinstein, Abe","Crockett, Philip","Komito, Nathan","Stein, Victor Abe","Glickson, Morris","Glickson, Julius","Caplan, Jacob L.","Shapiro, Samuel Wolf",,,,,,,,,,,,,,,,,,,,,,,,,1880-1921
jp_cite_00372,Sponsor,Subsequent Commercial Careers,Peddling Background,Wares,,,,,,,"Baltimore, Maryland","Tauragė, Lithuania",Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Epstein, Jacob","Levitan, Sol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879-1881
jp_cite_00373,Family,Wares,Transportation,Cultural Exchange,Subsequent Commercial Careers,,,,,,"Lewiston-Auburn, Maine","South Paris, Maine","Lower East Side, New York City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Isaacson, Harry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897-1914
jp_cite_00374,Subsequent Commercial Careers,,,,,,,,,,"Aroostook County, Maine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koven, Herbie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1920
jp_cite_00375,Religious Practice,Wares,Cultural Exchange,Subsequent Commercial Careers,,,,,,,"New York City, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855-1863
jp_cite_00376,Religious Practice,Wares,Transportation,,,,,,,,"Fayetteville, North Carolina",New Jersey,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evans, Isaac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00377,Subsequent Commercial Careers,Routes,,,,,,,,,"New York, New York",Poland,"Birmingham, Alabama","Cottondale, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885-1891
jp_cite_00378,Wares,Family,,,,,,,,,"Hamilton, Ontario, Canada","Lanark, Ontario, Canada","Renfew, Ontario, Canada","London, Ontario, Canada","Huron, Ontario, Canada","Kent, Ontario, Canada","Kingston, Ontario, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dannils, Burnett","Levy, Jacob","Silverstone, Samuel","Wartlesky, Alexander","Williams, William","Baron, Jack","Bloom, Louis","Brown, Abram","Elgase, Simon","Elison, John","Gorberg, Benjamin","Green, David","Rattie, Solomon","Rockmaker, William","Swartz, Philip","Cohen, William","Angel, Isac","Angel, Anne","Angel, Anne","Angel, Louise","Angel, Jennie","Bursteid, Jospeh","Jacobs, Samuel","Jaff, Maurice","Levi, Isaac","Louis, Benjamin","Rosenberg, Moses","Epstein, Max","Epstein, Sam","Subelsky, Max","Subelsky, Isaac","Klein, Jacob","Goldman, Carl",,,1851-1901
jp_cite_00379,Wares,Routes,Religious Practice,Subsequent Commercial Careers,,,,,,,"New York, New York","Pelham, New York","Buttenheim, Germany","St. Louis, Missouri","Louisville, Kentucky","San Francisco, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strauss, Levi","Stern, David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847-1855
jp_cite_00380,Contextual Resource,,,,,,,,,,Trinidad,Middle East,"Port-au-Prince, Haiti",Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914-1918
jp_cite_00381,Wares,Routes,,,,,,,,,"Montgomery, Alabama","Talbot, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strauss, Levi","Bibo, Solomon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00382,Wares,,,,,,,,,,"Salantai, Lithuania","Swansea, Wales","Aberavan, Wales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Levi, Raphael",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900-1920
jp_cite_00383,Routes,Transportation,Religious Practice,Subsequent Commercial Careers,Wares,,,,,,"Bavaria, Germany","Anne Arundel County, Maryland","Friendship, Maryland","Hanover, Germany","St. Mary's County, Maryland","Baltimore, Maryland","Hagerstown, Maryland","Frederick County, Maryland","Brunswick, Maryland","Calvert County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adler, Moses","Myenberg, Solomon","Singer, Louis","Kaplon, Victor","Epstein, Jacob","Saltz, David","Kahn, Bernard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840-1920
jp_cite_00384,Contextual Resource,Sponsor,Subsequent Commercial Careers,,,,,,,,"Bogotá, Colombia","Barranquilla, Colombia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900-1940
jp_cite_00385,Sponsor,Anti-Semitic Rhetoric,Victims of Crime,,,,,,,,"Limerick, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882-1904
jp_cite_00386,Sponsor,Anti-Semitic Rhetoric,Victims of Crime,,,,,,,,"Limerick, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-1906
jp_cite_00387,Wares,Transportation,Subsequent Commercial Careers,,,,,,,,"Riga, Latvia","Chelsea, Massachusetts","Portland, Maine","Old Orchard, Maine","Scarborough, Maine","Poland, Maine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cohen, Bernard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892-1948
jp_cite_00388,Wares,Transportation,Subsequent Commercial Careers,,,,,,,,"Worcester, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lubin,"Lubin, Harris","Lubin, Isador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890-1908
jp_cite_00389,Contextual Resource,Subsequent Commercial Careers,,,,,,,,,"Baltimore, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Epstein, Jacob","Wolman, Morris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830-1900
jp_cite_00390,Contextual Resource,,,,,,,,,,South Africa,Ghana,Hong Kong,"KwaZulu-Natal, South Africa",Trinidad,"Bengal, India","Assam, India",Australia,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890-1905
jp_cite_00391,Transportation,Routes,Subsequent Commercial Careers,Wares,,,,,,,"Pittsburgh, Pennsylvania",Ohio,Lithuania,"Beaver Falls, Pennsylvania","Butler, Pennsylvania","Braddock, Pennsylvania","Evans City, Pennsylvania","Homestead, Pennsylvania","Connellsville, Pennsylvania","McKeesport, Pennsylvania","New Castle, Pennsylvania","Uniontown, Pennsylvania","Washington, Pennsylvania",New Mexico,Colorado,Romania,,,,,,,,,,,,,,,,,,,,,"Schoyer, Solomon","Frank, William","Citeran, Jacob","Ancker, Mitchell","Bennet, Joseph","Novinski, Isaac","Solomon, Jacob","Rosenthal, Morris","Schoyer, Abraham","Kahn, Eisman","Heiman, Max",,,,,,,,,,,,,,,,,,,,,,,,,1830-1890
jp_cite_00392,Wares,Transportation,Victims of Crime,Subsequent Commercial Careers,,,,,,,"Simnas, Lithuania","Pittsburgh, Pennsylvania","Washington County, Pennsylvania","Indiana, Pennsylvania",Lithuania,Kansas,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marks, ?","Bennett, Joseph","Gutfreund, Louis","Weinberger, Martin","Myer, Himan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866-1940
jp_cite_00393,Cultural Exchange,,,,,,,,,,"Augusta, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simon, A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864
jp_cite_00394,Literary or Artistic Depiction,Transportation,,,,,,,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00395,Transportation,Routes,,,,,,,,,"Cape Town, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00396,Subsequent Commercial Careers,,,,,,,,,,"Philadelphia, Pennsylvania","Halifax County, Virginia","Yanceyville, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fels, Joseph","Fels, Lazarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848-1900
jp_cite_00397,Contextual Resource,Anti-Semitic Rhetoric,Wares,Transportation,Victims of Crime,Literary or Artistic Representation,,,,,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750-1830
jp_cite_00398,Family,Religious Practice,Cultural Exchange,Subsequent Commercial Careers,,,,,,,"St. Paul, Minnesota","Parnevka, Belarus",Ukraine,North Dakota,"Eagle Bend, Minnesota","Flushing, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avrick, Yisroel","Avrick, Max","Avrick, William","Ruchverg, Avraham Moyshe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910-1914
jp_cite_00399,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00400,Subsequent Commercial Careers,Wares,Family,,,,,,,,"Newberry, South Carolina","Spartansburg, South Carolina",Prussia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spiegel, Joe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00401,Subsequent Commercial Careers,Family,Cultural Exchange,,,,,,,,Mississippi Delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundfest, Morris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890-1910
jp_cite_00402,Contextual Resource,Subsequent Commerical Careers,,,,,,,,,"Cincinnati, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seasongood, Jacob","Fechheiner, Marcus","Frohman, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812-1905
