Extra,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Subject Term 1,Subject Term 2,Subject Term 3,Subject Term 4,Subject Term 5,Subject Term 6,Subject Term 7,Subject Term 8,Subject Term 9,Subject Term 10,Geographic Subject 1,Geographic Subject 2,Geographic Subject 3,Geographic Subject 4,Geographic Subject 5,Geographic Subject 6,Geographic Subject 7,Geographic Subject 8,Geographic Subject 9,Geographic Subject 10,Geographic Subject 11,Geographic Subject 12,Geographic Subject 13,Geographic Subject 14,Geographic Subject 15,Geographic Subject 16,Geographic Subject 17,Geographic Subject 18,Geographic Subject 19,Geographic Subject 20,Geographic Subject 21,Geographic Subject 22,Geographic Subject 23,Geographic Subject 24,Geographic Subject 25,Geographic Subject 26,Geographic Subject 27,Geographic Subject 28,Geographic Subject 29,Geographic Subject 30,Geographic Subject 31,Geographic Subject 32,Geographic Subject 33,Geographic Subject 34,Geographic Subject 35,Geographic Subject 36,Peddler Name 1,Peddler Name 2,Peddler Name 3,Peddler Name 4,Peddler Name 5,Peddler Name 6,Peddler Name 7,Peddler Name 8,Peddler Name 9,Peddler Name 10,Peddler Name 11,Peddler Name 12,Peddler Name 13,Peddler Name 14,Peddler Name 15,Peddler Name 16,Peddler Name 17,Peddler Name 18,Peddler Name 19,Peddler Name 20,Subject Date Span,geom
,66SE2A42,book,1991,"Berlin, Ira,; Morgan, Philip D.,",The Slaves' economy: independent production by slaves in the Americas,,0714634360 9780714634364,,,,,1991,1/5/2015 19:15:33,1/5/2015 19:15:33,,,,,,,,The Slaves' economy,,,,,Frank Cass,"London, England; Portland, Or.",English,,,,,Open WorldCat,,"<p>Reference to generic itinerant traders on page 151 and a few references to ""river boat peddlers"" in section on Louisiana. Possible inclusion as contextual resource.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6FES3E3R,book,1998,"Crowley, Elaine",A Dublin girl: growing up in the 1930's,,1569471126  9781569471128  1569471371 9781569471371,,,,,1998,3/4/2015 16:59:19,3/4/2015 16:59:19,,,,,,,,A Dublin girl,,,,,Soho Press,New York,English,,,,,Open WorldCat,,<p>Contextual resource used for material culture in 1930s Ireland. Mentions of Jews in context of money lending.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6IRAWHZQ,bookSection,1946,"Lestschinsky, Jacob",The Economic Development of the Jews in the United States,"The Jewish people, past and present.",,,,,,1946,5/6/2014 17:45:29,5/6/2014 17:46:48,,,,,,,,,,,,,Jewish Encyclopedic Handbooks,New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6S8HDEBW,book,1988,"Rutland, Suzanne D",Edge of the diaspora: two centuries of Jewish settlements in Australia,,0732224047 9780732224042,,,,,1988,4/7/2014 20:40:16,4/7/2014 20:40:16,,,,,,,,Edge of the diaspora,,,,,Collins,"Sydney, Australia",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6SMFU2DD,document,,"Rutman, H. David",The History of Early Peddling of Jews in the Catskills,,,,,,,,4/7/2014 21:07:06,5/14/2015 17:00:52,,,,,,,,,,,,,H. David Rutman,,,,,,"SC 10566, American Jewish Archives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7A977TZC,journalArticle,1994,"Doherty, Philip",The Last Pawnshops of Dublin City,dublhistreco Dublin Historical Record,,0012-6861,,,,1994,5/14/2015 20:24:57,5/14/2015 20:24:57,,87-94,,1,47,,,,,,,,,,English,,,,,Open WorldCat,,<p>No clear tie to peddling. Notes only&nbsp; mention Jewish pawnshop owner.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7H5C57KJ,book,1988,"Rosenthal, Odeda",Not strictly kosher: pioneer Jews in New Zealand,,0910425078 9780910425070,,,,,1988,5/11/2014 21:17:01,5/11/2014 21:17:01,,,,,,,,Not strictly kosher,,,,,Starchand Press,"Wainscott, N.Y.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7Q5KKB5W,journalArticle,1981,"Rubin, Harris",Harris Rubin: Worker on the Land,American Jewish Archives,,,,,,4/1/1981,4/29/2014 17:38:38,4/29/2014 17:40:00,,,,1,33,,,,,,,,,,,,,,,,,"<p>Already available online, but an interesting story of a personality who was not well suited to peddling. Relatively negative outlook could provide good counterpoint to other narratives. Section published in <em>American Jewish Archives </em> is excerpt of larger autobiography.</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>Online here:</p> <p>http://americanjewisharchives.org/publications/journal/PDF/1981_33_01_00_doc_herscher.pdf</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7QTI8ETD,document,1993,"Schmier, Louis",South of Hester Street: Looking at the Jewish Experience in Georgia,,,,,,,1993,4/7/2014 15:27:00,5/14/2015 17:01:54,,,,,,,,,,,,,,,,,,,"MSS 1056, College of Charleston Special Collections, Southern Jewish Historical Society",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7U2K8Q3U,book,2002,"Kotik, Yekhezkel; Assaf, David",Journey to a nineteenth-century shtetl the memoirs of Yekhezkel Kotik,,9780814337332  0814337333,,,http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=454092,,2002,3/9/2014 21:30:02,3/9/2014 21:30:02,3/9/2014 21:30:02,,,,,,,,,,,,"Wayne State University Press in cooperation with the Diaspora Research Institute, Tel Aviv University",Detroit,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7V5XIT6U,book,2003,"Shimoni, Gideon",Community and conscience: the Jews in apartheid South Africa,,1584653299  9781584653295,,,,,2003,4/22/2014 16:44:55,4/22/2014 16:45:08,,,,,,,,Community and conscience,,,,,Brandeis University Press published by University Press of New England,Hanover,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7WTKBWVV,book,1922,"Sabsovich, Katharine","Adventures in idealism; a personal record of the life of Professor Sabsovich,",,,,,,,1922,4/8/2014 15:58:13,4/8/2014 15:58:13,,,,,,,,,,,,,"Priv. print. for the author [Stratford Press, inc.]",New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8AR5WXSV,book,1970,"Rudolph, B. G",From a minyan to a community; a history of the Jews of Syracuse,,,,,,,1970,5/6/2014 15:23:33,5/6/2014 15:23:33,,,,,,,,,,,,,Syracuse University,"Syracuse, N.Y",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8BMKIVD3,journalArticle,1987,"Lawrence-McIntyre, Charshee Charlotte",The Double Meanings of the Spirituals,Journal of Black Studies,,0021-9347,,http://www.jstor.org/stable/2784158,,6/1/1987,2/17/2015 15:50:36,2/17/2015 15:50:36,2/17/2015 15:50:36,379-401,,4,17,,Journal of Black Studies,,,,,,,,,"Copyright © 1987 Sage Publications, Inc.",,,,JSTOR,,<p>Very brief mention of generic peddlers as possible conductors on Underground Railroad</p>,,http://www.jstor.org/stable/pdfplus/10.2307/2784158.pdf?acceptTC=true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8GCKZUXQ,bookSection,1997,"Ryan, Des",Jewish Immigrants in Limerick - A Divided Community,Remembering Limerick: historical essays celebrating the 800th anniversary of Limerick's first charter granted in 1197,0953122409 9780953122400,,,,,1997,5/6/2014 18:27:10,5/6/2014 18:28:04,,,,,,,,,,,,,Limerick Civic Trust in association with FÁS,Limerick,English,,,,,Open WorldCat,,,,,,,"Lee, David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8ISKKN4J,journalArticle,1945,"Sapir, Boris",Jews in Cuba:  A Survey of their History and their Present Condition,Yivo bleter; journal of the Yiddish Scientific Institute.,,,,,,5/1/1945,4/8/2014 18:35:34,4/8/2014 18:40:10,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8SWUUURZ,newspaperArticle,1957,"Duckat, Walter",Contributions of Jews to the American Economy,The Jewish Criterion,,,,,,9/20/1957,5/21/2015 17:59:07,5/21/2015 18:02:33,,183-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8TNBI69M,book,1938,"Roth, Cecil",The Jewish contribution to civilisation,,,,,,,1938,5/28/2014 16:14:34,5/28/2014 16:14:34,,,,,,,,,,,,,Macmillan,London,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9I6M864D,journalArticle,1976,,The Shafsky Brothers of Fort Bragg,Western States Jewish Historical Quarterly,,434221,,,"The Shafsky family, Russian emigrants, came to the United States by way of Canada. Starting as pack peddlers in the lumber camps of northern California, two of the brothers, Abraham Harry and Samuel, opened a general merchandise store in Fort Bragg. The business prospered and is still operated by a son and grandson of Abraham Harry Shafsky. Based on interviews, family records, and published works; 3 photos, 13 notes.",10/1/1976,4/14/2014 20:00:07,4/14/2014 20:00:07,,49-54,,1,9,,Western States Jewish Historical Quarterly,,,,,,,,,,,,,EBSCOhost,,,,http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=43616563&site=ehost-live&scope=cite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9TZRU6WU,book,1987,"Donnelly, James S",The land and the people of nineteenth-century Cork: the rural economy and the land question,,0710079869 0710205465 9780710205469 9780710079862,,,,,1987,5/21/2015 16:15:05,5/21/2015 16:15:05,,,,,,,,The land and the people of nineteenth-century Cork,,,,,Routledge and Kegan Paul,London; Boston,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9XMKHVSN,book,2002,"Sherman, William C; Whitney, Paul L; , Guerrero, John",Prairie peddlers: the Syrian-Lebanese in North Dakota,,0965288005 9780965288002,,,,,2002,4/22/2014 15:06:58,4/22/2014 15:06:58,,,,,,,,Prairie peddlers,,,,,University of Mary Press,"[Bismarck, N.D.]",English,,,,,Open WorldCat,,<p>Syrian peddlers in ND and MN</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A6PAFQEN,document,,"Rubin, Philip","Jewish Country Boy, 1897-1957",,,,,,,,4/29/2014 18:34:47,5/14/2015 17:00:27,,,,,,,,,,,,,,,,,,,"SC 10533, American Jewish Archives",,,"<p>Would be interesting to see full document. It appears that Rubin's father, not he, was the peddler, so the peddling anecdotes may play a small role in whole document. Interesting commentary on relationship with different communities in Vermont. Anecdote regarding Syrian peddlers who shared territory and woman peddler among them.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AAMC5397,book,2008,"Crooks, Daniel J; Bostick, Douglas W",Charleston's trial: Jim Crow justice,,9781596295766  1596295767,,,,,2008,3/4/2015 16:38:05,3/4/2015 16:38:05,,,,,,,,Charleston's trial,,,,,History Press,"Charleston, SC",English,,,,,Open WorldCat,,<p>Direct relationship with peddlers unclear</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABCD2345,webpage,,Center for History and New Media,Zotero Quick Start Guide,,,,,http://zotero.org/support/quick_start_guide,,,4/14/2015 19:11:47,4/14/2015 19:11:47,,,,,,,,,,,,,,,,,,,,,,"<p><strong>Welcome to Zotero!</strong></p><p>View the Quick Start Guide to learn how to begin collecting, managing, citing, and sharing your research sources.</p><p>Thanks for installing Zotero.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABD62WP4,document,1876,,Clipping from Yiddish Gazetten,,,,,,,8/1/1876,4/14/2015 18:07:11,5/14/2015 17:03:17,,,,,,,,,,,,,,,,,,,"Folder 2, Box 11, Lucy Dawidowicz papers, P-675, American Jewish Historical Society",,,"<p>Described as ""peddler's advertisement"" with no additional information to support subject cataloging. Seek fuller citation or document? Filed under Dawidowicz. Finding aid for collection: http://findingaids.cjh.org/?pID=109169</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ADIIBQ8C,journalArticle,1984,"Schmier, Louis","An Act Unbecoming: Anti-Semitic Uprising in Thomas County, Georgia",Civil War Times,,,,,,10/1/1984,4/7/2014 19:07:02,4/7/2014 19:08:13,,20-25,,6,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AEHCT9XM,journalArticle,1964,"Bein, Alex",The Jewish Parasite,Year-book / Leo Baeck Institute.,,0075-8744,,,,1964,3/25/2014 16:18:21,3/25/2014 16:19:08,,,,,9,,,,,,,,,,English,,,,,Open WorldCat,,<p>Not about peddlers per se - background on the metaphor of Jews as parasites</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AJNI57NM,book,1988,"Sharfman, I. Harold",The first rabbi: origins of conflict between Orthodox & Reform : Jewish polemic warfare in pre-Civil War America : a biographical history,,0934710155 9780934710152,,,,,1988,4/22/2014 14:02:27,4/22/2014 14:02:27,,,,,,,,The first rabbi,,,,,Pangloss Press,"Malibu, Calif.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AVUIN96B,book,2007,"Shevitz, Amy Hill",Jewish communities on the Ohio River a history,,9780813172163  0813172160  9780813138435  0813138434,,,http://public.eblib.com/EBLPublic/PublicView.do?ptiID=792217,"In Jewish Communities on the Ohio River, Amy Hill Shevitz chronicles the settlement and development of small Jewish communities in towns along the river. In these small towns, Jewish citizens created networks of businesses and families that developed into a distinctive, nineteenth-century middle-class culture. As a minority group with a vital role in each community, Ohio Valley Jews fostered American religious pluralism as they constructed a regional identity. Their contributions to the culture and economy of the region countered the anti-Semitic sentiments of the period.",2007,4/22/2014 15:12:05,4/22/2014 15:12:05,4/22/2014 15:12:05,,,,,,,,,,,,University Press of Kentucky,"Lexington, Ky.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BDXF2FM3,journalArticle,1954,"Silver, Louis","The Jews of Albany, N.Y.",YIVO Annual of Jewish Social Science,,,,,,1954,4/28/2014 20:43:15,4/28/2014 20:44:22,,212-246,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BI8NVR3W,bookSection,1993,"Simmel, Georg",The Stranger,Social theory: the multicultural and classic readings,0813315832 9780813315836 0813315840  9780813315843,,,,,1993,4/28/2014 21:30:32,4/28/2014 21:31:57,,184-189,,,,,,,,,,,Westview Press,"Boulder, Colo.",English,,,,,Open WorldCat,,,,,,,"Lemert, Charles C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BJZWCWWH,book,1965,"Conrad, David Eugene",The forgotten farmers; the story of sharecroppers in the New Deal.,,,,,,,1965,3/3/2015 18:21:37,3/3/2015 18:21:37,,,,,,,,,,,,,University of Illinois Press,Urbana,English,,,,,Open WorldCat,,"<p>Contextual resource regarding ""company store."" Does not mention peddler's, but peddlers and company store were often in competition.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BMPCP8C6,journalArticle,2009,"Russman, Wendy","The History of the Jewish Community of Iron Mountain, Michigan 1882-1975",Michigan Jewish History,,5439833,,,"The article discusses the history of the Jewish community in Iron Mountain, Michigan. The author reflects on iron ore mining and the emigration of Jews from Eastern Europe. The establishment of synagogues, shuls, and social interactions with Gentiles are noted. Other topics include Jewish holidays, Jewish children, and Jewish identity.",Fall 2009,5/6/2014 18:13:30,5/6/2014 18:13:30,,30-36,,,49,,Michigan Jewish History,,,,,,,,,,,,,EBSCOhost,,,,http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=45267698&site=ehost-live&scope=cite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C2BJVJKF,book,1971,"Shulvass, Moses A","From East to West; the westward migration of Jews from Eastern Europe during the seventeenth and eighteenth centuries,",,0814314376 9780814314371,,,,,1971,4/22/2014 17:36:28,4/22/2014 17:36:28,,,,,,,,,,,,,Wayne State University Press,Detroit,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C6UISZDH,book,1877,"Ruppius, Otto; MacNamara, Emily Steinestel",The peddler. A romance of American life.,,,,,,,1877,4/29/2014 15:03:34,4/29/2014 15:03:34,,,,,,,,,,,,,Bloch & Co.,Cincinnati,English,,,,,Open WorldCat,,"<p>Listed under Robert Singerman entry, check Ruppius entry for cataloging.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C72DACXA,book,1972,"Blassingame, John W.,",The slave community; plantation life in the antebellum South,,0195015797  9780195015799,,,,"This volume is one of the first historical studies of slavery in the United States to be presented from the perspective of the enslaved. This work contradicted those historians who had interpreted history to suggest that African American slaves were docile and submissive who enjoyed the benefits of a paternalistic master-slave relationship on Southern plantations. Using psychology, the author analyzes fugitive slave narratives published in the 19th century to conclude that an independent culture developed among the enslaved and that there were a variety of personality types exhibited by slaves. He asserts that by concentrating on the slave owner, historians have presented a distorted view of plantation life that ""strips the slave of any meaningful and distinctive culture, family life, religion, or manhood."" ""The plantation was a battlefield where slaves fought masters for physical and psychological survival. Although unlettered, unarmed, and outnumbered, slaves fought in various ways to preserve their manhood."" This impressive and original study views the institution of slavery from a new perspective- that of the slaves themselves. The author challenges the timeworn stereotype of the slave as a passive and docile creature who lacked drive, purpose, and responsibility. He traces the development of the slave's personality traits, analyzes the patterns of resistance within the slave community, and proves conclusively that the slave had a rich cultural and family life that was deliberately kept hidden from the eyes of his white masters. Unlike the many accounts that deal with slavery from the outside, this book ventures inside the slave quarters to re-capture the slave's family life, music, religion, and folklore. Using a variety of sources, including the memoirs of former slaves, the author examines the ways that blacks became enslaved, their process of acculturation in the American South, and their deep ties to their African heritage. He shows how the slave was able to control parts of his own life while often wearing the mask of submissiveness required by the harsh realities of the plantation regime. The author draws upon psychological and sociological insights to reinterpret master-slave relationships. He includes the planter's viewpoint and the traveler's impression to create a dimensional portrait of plantation life that effectively separates mythology from historical reality. -- from Book Jacket. The personality and culture of the plantation slave are investigated from black autobiographies and other historical sources.",1972,1/12/2015 22:33:33,1/12/2015 22:33:33,,,,,,,,,,,,,Oxford University Press,New York,English,,,,,Open WorldCat,,<p>Contextual resource looks like doesn't address peddling (generic trading mentioned).</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7KCE5JF,journalArticle,1989,"Schmier, Louis","This ""New Canaan"": The Jewish Experience in Georgia, Part I",Georgia Historical Quarterly,,168297,,,Photographs and excerpts from reminiscences describe the experiences of Jewish immigrants to Georgia and their attempts to adjust to American culture.,Summer 1989,4/7/2014 16:19:49,4/7/2014 16:20:10,,349-363,,2,73,,Georgia Historical Quarterly,"This New Canaan""",,,,,,,,,,,,EBSCOhost,,,,http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=45889250&site=ehost-live&scope=cite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C9B6QFN5,book,1991,"Cashin, Joan E",A family venture: men and women on the southern frontier,,0195053443  9780195053449,,,,,1991,2/11/2015 19:11:28,2/11/2015 19:11:28,,,,,,,,A family venture,,,,,Oxford University Press,New York,English,,,,,Open WorldCat,,"<p>Contextual resource, not about peddlers. Hasia's note: ""Not sure""</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CAUEXT4R,bookSection,1998,"Feldman, David",Was Modernity Good for the Jews,"Modernity, culture, and 'the Jew'",0804730695 9780804730693 0804730709  9780804730709,,,,,1998,2/17/2015 17:56:43,2/17/2015 18:12:20,,,,,,,,,,,,,Stanford University Press,"Stanford, Calif.",English,,,,,Open WorldCat,,<p>Contextual resource without much on any form of commerce.</p>,,,,,"Cheyette, Bryan; Marcus, Laura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
